sample_id,ordering,kendall_tau,t_peak_IL1,t_peak_IL12,t_peak_IL10
1380,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1381,IL1<IL12<IL10,1.0,0.25,0.25,77.0
1382,IL12<IL1<IL10,0.33333333333333337,0.5,0.0,5.75
1383,IL10<IL1<IL12,-0.33333333333333337,1.25,1.75,0.25
1384,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1385,IL1<IL12<IL10,1.0,0.0,0.25,12.5
1386,IL10<IL12<IL1,-1.0,0.75,0.25,0.0
1387,IL1<IL12<IL10,1.0,0.75,0.75,1.25
1388,IL12<IL1<IL10,0.33333333333333337,2.75,1.0,120.0
1389,IL1<IL10<IL12,0.33333333333333337,0.0,0.5,0.0
1390,IL12<IL1<IL10,0.33333333333333337,0.75,0.5,120.0
1391,IL1<IL12<IL10,1.0,4.5,5.25,7.75
1392,IL10<IL12<IL1,-1.0,7.0,1.5,0.0
1393,IL1<IL12<IL10,1.0,9.0,120.0,120.0
1394,IL1<IL12<IL10,1.0,9.75,24.25,120.0
1395,IL1<IL10<IL12,0.33333333333333337,0.0,0.25,0.0
1396,IL1<IL12<IL10,1.0,0.25,0.25,0.25
1397,IL1<IL12<IL10,1.0,0.25,0.25,1.5
1398,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1399,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1400,IL10<IL12<IL1,-1.0,120.0,0.25,0.0
1401,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.5
1402,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,120.0
1403,IL1<IL12<IL10,1.0,0.25,0.5,120.0
1404,IL1<IL12<IL10,1.0,0.25,0.25,3.5
1405,IL1<IL12<IL10,1.0,0.0,0.0,0.0
1406,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1407,IL1<IL12<IL10,1.0,0.75,120.0,120.0
1408,IL1<IL12<IL10,1.0,0.0,2.25,120.0
1409,IL12<IL1<IL10,0.33333333333333337,0.75,0.25,99.25
1410,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1411,IL12<IL10<IL1,-0.33333333333333337,3.0,2.0,2.5
1412,IL1<IL12<IL10,1.0,1.25,4.0,5.0
1413,IL1<IL12<IL10,1.0,0.25,2.5,120.0
1414,IL12<IL1<IL10,0.33333333333333337,5.0,3.5,118.75
1415,IL1<IL12<IL10,1.0,0.25,0.25,67.25
1416,IL1<IL12<IL10,1.0,0.25,0.25,0.25
1417,IL1<IL12<IL10,1.0,0.75,0.75,120.0
1418,IL1<IL10<IL12,0.33333333333333337,0.0,0.25,0.0
1419,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,0.5
1420,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1421,IL10<IL12<IL1,-1.0,20.5,0.25,0.0
1422,IL1<IL12<IL10,1.0,0.75,2.5,4.5
1423,IL1<IL12<IL10,1.0,0.5,0.75,82.0
1424,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1425,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
1426,IL1<IL12<IL10,1.0,4.25,120.0,120.0
1427,IL12<IL10<IL1,-0.33333333333333337,1.5,0.5,1.25
1428,IL1<IL12<IL10,1.0,0.0,0.5,20.75
1429,IL1<IL12<IL10,1.0,0.25,0.5,1.5
1430,IL1<IL12<IL10,1.0,3.75,16.0,120.0
1431,IL12<IL1<IL10,0.33333333333333337,2.25,0.75,12.0
1432,IL12<IL1<IL10,0.33333333333333337,0.5,0.0,28.75
1433,IL1<IL12<IL10,1.0,0.0,4.0,120.0
1434,IL1<IL12<IL10,1.0,0.25,0.5,120.0
1435,IL1<IL10<IL12,0.33333333333333337,0.25,120.0,0.25
1436,IL1<IL12<IL10,1.0,0.5,13.75,37.25
1437,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1438,IL1<IL12<IL10,1.0,0.0,0.5,104.0
1439,IL12<IL1<IL10,0.33333333333333337,1.5,1.25,1.75
1440,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1441,IL1<IL10<IL12,0.33333333333333337,0.25,120.0,70.5
1442,IL1<IL10<IL12,0.33333333333333337,0.25,7.0,0.5
1443,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1444,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1445,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1446,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1447,IL10<IL1<IL12,-0.33333333333333337,2.5,3.5,0.0
1448,IL12<IL1<IL10,0.33333333333333337,3.0,2.5,8.25
1449,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,8.75
1450,IL12<IL10<IL1,-0.33333333333333337,120.0,0.25,0.25
1451,IL1<IL12<IL10,1.0,0.25,0.5,120.0
1452,IL1<IL10<IL12,0.33333333333333337,2.0,2.25,2.0
1453,IL12<IL1<IL10,0.33333333333333337,1.75,1.0,120.0
1454,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1455,IL1<IL12<IL10,1.0,0.0,0.25,5.0
1456,IL1<IL12<IL10,1.0,0.25,120.0,120.0
1457,IL1<IL12<IL10,1.0,0.5,2.0,12.5
1458,IL12<IL1<IL10,0.33333333333333337,1.0,0.75,120.0
1459,IL1<IL12<IL10,1.0,0.25,0.5,7.25
1460,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1461,IL1<IL12<IL10,1.0,0.0,0.5,120.0
1462,IL12<IL1<IL10,0.33333333333333337,1.75,1.0,9.0
1463,IL10<IL1<IL12,-0.33333333333333337,5.5,6.75,0.0
1464,IL1<IL12<IL10,1.0,0.25,0.5,120.0
1465,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1466,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.25
1467,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1468,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1469,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1470,IL1<IL12<IL10,1.0,0.5,0.5,92.25
1471,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1472,IL12<IL1<IL10,0.33333333333333337,120.0,26.5,120.0
1473,IL12<IL1<IL10,0.33333333333333337,7.0,3.75,117.75
1474,IL1<IL12<IL10,1.0,0.0,0.25,17.75
1475,IL1<IL12<IL10,1.0,0.25,0.25,11.25
1476,IL1<IL12<IL10,1.0,0.25,0.25,6.25
1477,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1478,IL10<IL12<IL1,-1.0,3.75,0.25,0.0
1479,IL1<IL12<IL10,1.0,0.25,0.25,4.75
1480,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1481,IL1<IL12<IL10,1.0,0.0,0.75,120.0
1482,IL12<IL1<IL10,0.33333333333333337,3.75,2.75,6.5
1483,IL1<IL12<IL10,1.0,0.5,120.0,120.0
1484,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1485,IL1<IL12<IL10,1.0,0.5,0.75,3.0
1486,IL12<IL10<IL1,-0.33333333333333337,120.0,1.5,3.75
1487,IL1<IL12<IL10,1.0,0.25,0.25,0.5
1488,IL1<IL12<IL10,1.0,1.75,1.75,23.75
1489,IL1<IL12<IL10,1.0,0.0,0.0,0.25
1490,IL1<IL12<IL10,1.0,0.0,0.0,54.25
1491,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1492,IL1<IL12<IL10,1.0,0.25,0.25,2.0
1493,IL1<IL10<IL12,0.33333333333333337,0.0,0.25,0.0
1494,IL1<IL12<IL10,1.0,2.5,4.25,120.0
1495,IL1<IL10<IL12,0.33333333333333337,1.25,120.0,7.5
1496,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1497,IL1<IL12<IL10,1.0,6.0,13.0,120.0
1498,IL12<IL1<IL10,0.33333333333333337,5.5,3.25,120.0
1499,IL1<IL12<IL10,1.0,0.0,0.0,0.25
1500,IL1<IL12<IL10,1.0,0.25,0.5,120.0
1501,IL1<IL12<IL10,1.0,0.25,0.5,5.5
1502,IL12<IL1<IL10,0.33333333333333337,21.75,9.75,120.0
1503,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,120.0
1504,IL12<IL10<IL1,-0.33333333333333337,120.0,0.0,2.75
1505,IL12<IL10<IL1,-0.33333333333333337,12.25,6.0,6.25
1506,IL1<IL12<IL10,1.0,0.25,0.5,120.0
1507,IL1<IL12<IL10,1.0,0.0,0.25,50.75
1508,IL1<IL10<IL12,0.33333333333333337,0.25,1.5,1.0
1509,IL1<IL12<IL10,1.0,5.75,120.0,120.0
1510,IL1<IL12<IL10,1.0,0.25,0.25,109.75
1511,IL10<IL1<IL12,-0.33333333333333337,92.0,120.0,0.0
1512,IL1<IL12<IL10,1.0,1.25,1.75,120.0
1513,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
1514,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1515,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1516,IL1<IL10<IL12,0.33333333333333337,0.0,0.25,0.0
1517,IL10<IL1<IL12,-0.33333333333333337,0.5,0.5,0.25
1518,IL1<IL12<IL10,1.0,0.0,2.75,120.0
1519,IL12<IL1<IL10,0.33333333333333337,1.25,1.0,8.0
1520,IL10<IL1<IL12,-0.33333333333333337,6.5,120.0,0.25
1521,IL12<IL1<IL10,0.33333333333333337,2.75,2.0,120.0
1522,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1523,IL12<IL1<IL10,0.33333333333333337,0.75,0.25,3.0
1524,IL1<IL10<IL12,0.33333333333333337,0.0,0.25,0.0
1525,IL12<IL1<IL10,0.33333333333333337,0.75,0.25,8.75
1526,IL1<IL12<IL10,1.0,0.25,0.25,6.5
1527,IL10<IL1<IL12,-0.33333333333333337,0.25,0.75,0.0
1528,IL1<IL12<IL10,1.0,0.25,0.5,11.25
1529,IL12<IL1<IL10,0.33333333333333337,0.75,0.5,59.75
1530,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1531,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1532,IL1<IL10<IL12,0.33333333333333337,0.5,120.0,21.0
1533,IL12<IL1<IL10,0.33333333333333337,4.0,2.0,120.0
1534,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,120.0
1535,IL12<IL10<IL1,-0.33333333333333337,8.0,3.75,4.5
1536,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1537,IL1<IL12<IL10,1.0,0.5,3.5,120.0
1538,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1539,IL1<IL12<IL10,1.0,0.25,0.5,15.0
1540,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1541,IL1<IL12<IL10,1.0,0.0,0.0,76.0
1542,IL10<IL12<IL1,-1.0,120.0,0.25,0.0
1543,IL1<IL12<IL10,1.0,0.25,5.5,12.25
1544,IL1<IL12<IL10,1.0,0.0,0.25,0.25
1545,IL1<IL12<IL10,1.0,3.0,9.5,60.75
1546,IL1<IL12<IL10,1.0,1.0,1.0,1.75
1547,IL1<IL12<IL10,1.0,1.25,2.25,83.75
1548,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1549,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1550,IL12<IL1<IL10,0.33333333333333337,1.5,0.0,120.0
1551,IL1<IL12<IL10,1.0,1.5,2.25,120.0
1552,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1553,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1554,IL12<IL1<IL10,0.33333333333333337,63.5,48.0,120.0
1555,IL1<IL12<IL10,1.0,0.75,1.5,8.75
1556,IL1<IL12<IL10,1.0,0.5,0.5,120.0
1557,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1558,IL12<IL10<IL1,-0.33333333333333337,120.0,7.25,25.5
1559,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1560,IL12<IL1<IL10,0.33333333333333337,3.25,0.25,4.25
1561,IL1<IL12<IL10,1.0,0.0,120.0,120.0
1562,IL12<IL1<IL10,0.33333333333333337,5.25,0.25,120.0
1563,IL1<IL10<IL12,0.33333333333333337,0.0,0.75,0.0
1564,IL12<IL10<IL1,-0.33333333333333337,42.25,0.25,0.25
1565,IL1<IL12<IL10,1.0,0.5,0.5,6.25
1566,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1567,IL1<IL12<IL10,1.0,1.5,12.75,62.75
1568,IL1<IL12<IL10,1.0,0.0,2.5,120.0
1569,IL1<IL12<IL10,1.0,74.25,120.0,120.0
1570,IL1<IL12<IL10,1.0,0.0,120.0,120.0
1571,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,120.0
1572,IL1<IL12<IL10,1.0,0.0,0.25,7.25
1573,IL12<IL1<IL10,0.33333333333333337,7.5,4.5,120.0
1574,IL1<IL12<IL10,1.0,8.5,10.25,120.0
1575,IL12<IL10<IL1,-0.33333333333333337,58.75,0.0,0.25
1576,IL1<IL12<IL10,1.0,0.75,1.75,2.0
1577,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
1578,IL1<IL12<IL10,1.0,0.25,4.25,120.0
1579,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,2.25
1580,IL1<IL12<IL10,1.0,0.25,0.25,106.25
1581,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,1.5
1582,IL1<IL12<IL10,1.0,0.0,0.75,51.5
1583,IL12<IL1<IL10,0.33333333333333337,2.0,1.25,120.0
1584,IL1<IL12<IL10,1.0,0.0,1.0,120.0
1585,IL1<IL12<IL10,1.0,0.25,0.75,58.75
1586,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,5.25
1587,IL12<IL1<IL10,0.33333333333333337,120.0,0.5,120.0
1588,IL10<IL1<IL12,-0.33333333333333337,0.25,0.75,0.0
1589,IL1<IL12<IL10,1.0,1.75,2.0,120.0
1590,IL1<IL12<IL10,1.0,0.25,0.25,2.75
1591,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,1.0
1592,IL1<IL12<IL10,1.0,0.25,0.25,77.25
1593,IL12<IL1<IL10,0.33333333333333337,21.25,16.5,120.0
1594,IL1<IL12<IL10,1.0,0.0,1.75,7.0
1595,IL12<IL1<IL10,0.33333333333333337,3.5,0.25,10.25
1596,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1597,IL1<IL12<IL10,1.0,0.25,0.25,21.5
1598,IL1<IL12<IL10,1.0,1.5,2.75,4.75
1599,IL12<IL1<IL10,0.33333333333333337,0.75,0.5,120.0
1600,IL1<IL12<IL10,1.0,0.0,0.0,40.25
1601,IL12<IL1<IL10,0.33333333333333337,2.0,1.75,120.0
1602,IL1<IL12<IL10,1.0,0.0,0.25,0.5
1603,IL10<IL12<IL1,-1.0,1.25,1.0,0.0
1604,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1605,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
1606,IL1<IL12<IL10,1.0,0.25,0.25,1.25
1607,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1608,IL1<IL12<IL10,1.0,0.25,0.5,120.0
1609,IL1<IL12<IL10,1.0,1.0,1.5,4.5
1610,IL1<IL12<IL10,1.0,3.25,120.0,120.0
1611,IL10<IL12<IL1,-1.0,6.0,5.0,0.0
1612,IL1<IL10<IL12,0.33333333333333337,0.0,0.25,0.0
1613,IL12<IL1<IL10,0.33333333333333337,1.75,1.25,120.0
1614,IL1<IL12<IL10,1.0,0.75,1.25,120.0
1615,IL12<IL10<IL1,-0.33333333333333337,120.0,0.5,18.5
1616,IL1<IL12<IL10,1.0,18.0,21.25,22.25
1617,IL12<IL1<IL10,0.33333333333333337,1.75,0.25,120.0
1618,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1619,IL12<IL1<IL10,0.33333333333333337,1.5,1.0,3.0
1620,IL1<IL12<IL10,1.0,0.25,0.75,33.5
1621,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
1622,IL1<IL12<IL10,1.0,2.75,120.0,120.0
1623,IL1<IL12<IL10,1.0,6.0,8.75,120.0
1624,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1625,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1626,IL1<IL12<IL10,1.0,0.25,6.0,22.25
1627,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1628,IL1<IL12<IL10,1.0,0.0,0.25,7.5
1629,IL1<IL12<IL10,1.0,9.75,120.0,120.0
1630,IL1<IL12<IL10,1.0,0.25,2.75,120.0
1631,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,6.0
1632,IL12<IL1<IL10,0.33333333333333337,2.25,1.25,120.0
1633,IL1<IL10<IL12,0.33333333333333337,0.0,0.75,0.0
1634,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,114.5
1635,IL10<IL1<IL12,-0.33333333333333337,1.0,2.0,0.75
1636,IL10<IL12<IL1,-1.0,0.5,0.25,0.0
1637,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1638,IL12<IL1<IL10,0.33333333333333337,13.75,4.75,120.0
1639,IL1<IL10<IL12,0.33333333333333337,0.0,120.0,0.0
1640,IL1<IL12<IL10,1.0,1.75,2.5,3.0
1641,IL10<IL1<IL12,-0.33333333333333337,37.75,120.0,0.0
1642,IL12<IL1<IL10,0.33333333333333337,1.5,1.25,120.0
1643,IL1<IL12<IL10,1.0,0.25,0.5,3.0
1644,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,106.75
1645,IL1<IL12<IL10,1.0,0.25,120.0,120.0
1646,IL12<IL1<IL10,0.33333333333333337,6.0,3.25,6.25
1647,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1648,IL1<IL12<IL10,1.0,5.75,11.75,120.0
1649,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1650,IL1<IL12<IL10,1.0,0.0,120.0,120.0
1651,IL1<IL12<IL10,1.0,1.0,1.5,4.0
1652,IL10<IL12<IL1,-1.0,120.0,1.75,0.0
1653,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1654,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1655,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1656,IL1<IL12<IL10,1.0,0.25,0.25,1.0
1657,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1658,IL10<IL12<IL1,-1.0,3.0,2.0,0.0
1659,IL1<IL12<IL10,1.0,0.0,0.25,3.0
1660,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1661,IL1<IL12<IL10,1.0,0.25,0.75,46.75
1662,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1663,IL1<IL12<IL10,1.0,1.5,2.5,12.5
1664,IL1<IL12<IL10,1.0,0.25,0.25,0.75
1665,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1666,IL1<IL12<IL10,1.0,0.75,28.0,120.0
1667,IL1<IL12<IL10,1.0,0.25,0.5,7.75
1668,IL1<IL12<IL10,1.0,0.0,1.0,42.25
1669,IL1<IL12<IL10,1.0,0.25,0.25,6.25
1670,IL10<IL1<IL12,-0.33333333333333337,76.5,100.25,4.0
1671,IL12<IL1<IL10,0.33333333333333337,1.5,0.25,120.0
1672,IL1<IL12<IL10,1.0,0.25,1.75,13.0
1673,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1674,IL12<IL10<IL1,-0.33333333333333337,120.0,0.0,2.0
1675,IL1<IL12<IL10,1.0,0.0,0.5,120.0
1676,IL1<IL12<IL10,1.0,0.25,0.25,0.25
1677,IL12<IL1<IL10,0.33333333333333337,120.0,12.75,120.0
1678,IL1<IL12<IL10,1.0,0.25,8.0,120.0
1679,IL1<IL12<IL10,1.0,0.25,0.5,15.5
1680,IL1<IL12<IL10,1.0,0.25,0.25,117.25
1681,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,120.0
1682,IL1<IL12<IL10,1.0,0.25,0.25,11.0
1683,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,120.0
1684,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1685,IL1<IL12<IL10,1.0,2.25,2.75,4.25
1686,IL12<IL1<IL10,0.33333333333333337,2.0,1.5,88.75
1687,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.25
1688,IL1<IL12<IL10,1.0,5.5,42.0,120.0
1689,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1690,IL1<IL12<IL10,1.0,1.75,120.0,120.0
1691,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1692,IL10<IL1<IL12,-0.33333333333333337,0.25,0.5,0.0
1693,IL12<IL1<IL10,0.33333333333333337,25.25,18.0,120.0
1694,IL1<IL12<IL10,1.0,0.75,3.0,120.0
1695,IL1<IL12<IL10,1.0,0.0,0.0,0.0
1696,IL12<IL1<IL10,0.33333333333333337,0.75,0.0,120.0
1697,IL1<IL12<IL10,1.0,4.25,15.25,39.25
1698,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,5.25
1699,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1700,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,0.25
1701,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1702,IL12<IL10<IL1,-0.33333333333333337,120.0,39.5,48.5
1703,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1704,IL1<IL12<IL10,1.0,0.5,1.25,120.0
1705,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,120.0
1706,IL12<IL1<IL10,0.33333333333333337,4.75,3.25,120.0
1707,IL1<IL12<IL10,1.0,0.5,0.75,3.0
1708,IL1<IL12<IL10,1.0,0.25,0.25,2.75
1709,IL1<IL12<IL10,1.0,0.0,0.5,120.0
1710,IL1<IL12<IL10,1.0,0.25,0.75,120.0
1711,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1712,IL1<IL12<IL10,1.0,1.75,1.75,2.0
1713,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1714,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1715,IL10<IL1<IL12,-0.33333333333333337,5.0,5.75,0.0
1716,IL1<IL10<IL12,0.33333333333333337,0.0,15.0,1.5
1717,IL1<IL12<IL10,1.0,0.25,0.5,43.25
1718,IL1<IL12<IL10,1.0,0.25,2.75,120.0
1719,IL1<IL12<IL10,1.0,0.5,0.5,120.0
1720,IL1<IL12<IL10,1.0,0.25,0.25,10.5
1721,IL1<IL12<IL10,1.0,1.75,34.0,120.0
1722,IL12<IL1<IL10,0.33333333333333337,4.25,2.75,120.0
1723,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1724,IL12<IL1<IL10,0.33333333333333337,1.25,0.5,120.0
1725,IL1<IL12<IL10,1.0,0.0,0.0,0.0
1726,IL12<IL10<IL1,-0.33333333333333337,120.0,11.5,93.25
1727,IL1<IL12<IL10,1.0,0.0,4.0,120.0
1728,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,2.25
1729,IL1<IL12<IL10,1.0,11.5,120.0,120.0
1730,IL10<IL12<IL1,-1.0,0.5,0.25,0.0
1731,IL1<IL12<IL10,1.0,0.0,0.0,80.75
1732,IL1<IL12<IL10,1.0,0.5,0.75,71.75
1733,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1734,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1735,IL1<IL12<IL10,1.0,0.0,1.5,120.0
1736,IL1<IL12<IL10,1.0,1.75,3.0,6.75
1737,IL1<IL12<IL10,1.0,0.75,1.0,2.75
1738,IL12<IL10<IL1,-0.33333333333333337,120.0,0.0,0.0
1739,IL1<IL12<IL10,1.0,0.75,1.25,1.75
1740,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1741,IL12<IL1<IL10,0.33333333333333337,1.0,0.25,5.75
1742,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1743,IL10<IL1<IL12,-0.33333333333333337,7.75,17.0,0.0
1744,IL1<IL12<IL10,1.0,0.0,0.25,20.25
1746,IL10<IL1<IL12,-0.33333333333333337,5.25,7.0,0.0
1747,IL1<IL12<IL10,1.0,0.0,0.25,0.5
1748,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,120.0
1749,IL1<IL12<IL10,1.0,0.25,4.75,16.25
1750,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.5
1751,IL1<IL12<IL10,1.0,0.25,0.75,120.0
1752,IL1<IL12<IL10,1.0,0.5,0.5,120.0
1753,IL1<IL12<IL10,1.0,0.25,0.25,2.25
1754,IL12<IL1<IL10,0.33333333333333337,2.75,2.0,5.0
1755,IL1<IL12<IL10,1.0,0.25,0.25,0.25
1756,IL10<IL1<IL12,-0.33333333333333337,2.5,2.75,0.0
1757,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1758,IL12<IL1<IL10,0.33333333333333337,2.25,0.0,120.0
1759,IL1<IL10<IL12,0.33333333333333337,0.0,14.75,0.0
1760,IL1<IL12<IL10,1.0,4.0,7.25,120.0
1761,IL12<IL1<IL10,0.33333333333333337,2.0,0.0,120.0
1762,IL1<IL12<IL10,1.0,0.25,0.25,2.25
1763,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,120.0
1764,IL10<IL1<IL12,-0.33333333333333337,4.25,12.75,0.25
1765,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1766,IL1<IL12<IL10,1.0,0.25,3.25,120.0
1767,IL12<IL1<IL10,0.33333333333333337,3.0,2.0,5.5
1768,IL1<IL12<IL10,1.0,0.0,0.0,0.0
1769,IL1<IL12<IL10,1.0,4.25,5.25,6.25
1770,IL1<IL12<IL10,1.0,2.25,3.75,34.75
1771,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,2.5
1772,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1773,IL10<IL1<IL12,-0.33333333333333337,1.25,3.25,0.0
1774,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
1775,IL1<IL12<IL10,1.0,0.25,0.75,120.0
1776,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1777,IL12<IL10<IL1,-0.33333333333333337,120.0,0.25,2.5
1778,IL1<IL10<IL12,0.33333333333333337,0.25,120.0,0.75
1779,IL10<IL1<IL12,-0.33333333333333337,0.5,2.0,0.0
1780,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1781,IL1<IL12<IL10,1.0,120.0,120.0,120.0
1782,IL1<IL12<IL10,1.0,0.0,0.25,120.0
1783,IL10<IL1<IL12,-0.33333333333333337,1.25,1.25,0.0
1784,IL1<IL12<IL10,1.0,0.0,0.0,12.75
1785,IL10<IL1<IL12,-0.33333333333333337,14.0,32.75,0.0
1786,IL1<IL12<IL10,1.0,0.0,0.0,120.0
1787,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
1788,IL1<IL12<IL10,1.0,0.0,0.5,11.0
1789,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
1790,IL1<IL12<IL10,1.0,3.5,12.75,88.75
1791,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1792,IL1<IL12<IL10,1.0,0.25,0.25,1.0
1793,IL1<IL12<IL10,1.0,0.75,1.25,16.0
1794,IL1<IL12<IL10,1.0,0.25,0.25,120.0
1795,IL1<IL12<IL10,1.0,0.0,0.0,42.0
1796,IL1<IL12<IL10,1.0,0.0,0.0,0.25
1797,IL1<IL12<IL10,1.0,7.75,9.5,11.25
1798,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,24.5
1799,IL1<IL12<IL10,1.0,1.5,2.0,3.75
1800,IL1<IL12<IL10,1.0,0.25,0.5,6.75
1801,IL1<IL12<IL10,1.0,0.25,1.25,120.0
