sample_id,ordering,kendall_tau,t_peak_IL1,t_peak_IL12,t_peak_IL10
522,IL12<IL10<IL1,-0.33333333333333337,120.0,0.5,10.0
523,IL1<IL12<IL10,1.0,1.0,1.25,120.0
524,IL10<IL12<IL1,-1.0,1.0,0.75,0.0
525,IL1<IL12<IL10,1.0,1.0,2.5,120.0
526,IL12<IL1<IL10,0.33333333333333337,83.75,80.0,120.0
527,IL1<IL12<IL10,1.0,0.25,0.25,8.0
528,IL1<IL12<IL10,1.0,0.25,120.0,120.0
529,IL1<IL12<IL10,1.0,0.25,0.5,120.0
530,IL1<IL12<IL10,1.0,11.75,13.75,120.0
531,IL1<IL12<IL10,1.0,1.25,1.25,1.5
532,IL1<IL12<IL10,1.0,0.25,0.25,120.0
533,IL1<IL12<IL10,1.0,0.0,0.0,0.0
534,IL1<IL12<IL10,1.0,1.75,2.5,3.25
535,IL1<IL12<IL10,1.0,0.25,0.75,4.75
536,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
537,IL1<IL12<IL10,1.0,1.0,1.0,16.5
538,IL12<IL1<IL10,0.33333333333333337,120.0,7.0,120.0
539,IL1<IL12<IL10,1.0,0.25,0.25,0.25
540,IL1<IL12<IL10,1.0,0.0,0.75,5.5
541,IL1<IL12<IL10,1.0,0.25,0.25,120.0
542,IL1<IL12<IL10,1.0,0.5,0.5,120.0
543,IL10<IL1<IL12,-0.33333333333333337,1.75,120.0,1.25
544,IL1<IL12<IL10,1.0,4.25,4.25,120.0
545,IL12<IL1<IL10,0.33333333333333337,2.0,1.25,6.25
546,IL1<IL12<IL10,1.0,0.75,1.25,38.75
547,IL12<IL10<IL1,-0.33333333333333337,6.75,3.25,4.25
548,IL12<IL10<IL1,-0.33333333333333337,0.75,0.0,0.25
549,IL1<IL12<IL10,1.0,0.0,0.25,120.0
550,IL1<IL12<IL10,1.0,2.0,4.0,120.0
551,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
552,IL1<IL12<IL10,1.0,0.25,0.25,7.75
553,IL10<IL1<IL12,-0.33333333333333337,6.25,9.25,0.0
554,IL1<IL12<IL10,1.0,0.0,2.0,120.0
555,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,2.75
556,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,0.25
557,IL1<IL12<IL10,1.0,0.25,0.25,33.75
558,IL10<IL1<IL12,-0.33333333333333337,112.25,112.25,0.0
559,IL12<IL1<IL10,0.33333333333333337,4.5,3.25,6.75
560,IL1<IL12<IL10,1.0,0.0,0.0,120.0
561,IL1<IL12<IL10,1.0,120.0,120.0,120.0
562,IL1<IL12<IL10,1.0,0.25,0.25,1.25
563,IL1<IL12<IL10,1.0,9.5,10.5,17.25
564,IL10<IL1<IL12,-0.33333333333333337,3.5,10.75,0.0
565,IL12<IL1<IL10,0.33333333333333337,5.75,0.0,120.0
566,IL1<IL12<IL10,1.0,0.0,0.75,104.25
567,IL1<IL12<IL10,1.0,0.0,0.0,0.0
568,IL1<IL12<IL10,1.0,0.25,0.25,3.25
569,IL1<IL10<IL12,0.33333333333333337,0.0,6.0,0.0
570,IL1<IL12<IL10,1.0,1.5,1.75,12.25
571,IL1<IL12<IL10,1.0,0.25,0.25,8.75
572,IL1<IL12<IL10,1.0,0.25,0.25,120.0
573,IL1<IL12<IL10,1.0,1.5,1.75,6.75
574,IL1<IL12<IL10,1.0,22.25,120.0,120.0
575,IL10<IL12<IL1,-1.0,120.0,3.5,0.25
576,IL1<IL12<IL10,1.0,0.0,0.0,0.0
577,IL1<IL12<IL10,1.0,2.5,4.25,120.0
578,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.25
579,IL1<IL12<IL10,1.0,0.0,0.25,120.0
580,IL1<IL12<IL10,1.0,0.25,0.5,120.0
581,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
582,IL10<IL1<IL12,-0.33333333333333337,0.5,0.75,0.0
583,IL1<IL12<IL10,1.0,0.0,0.0,120.0
584,IL10<IL1<IL12,-0.33333333333333337,0.25,10.5,0.0
585,IL12<IL1<IL10,0.33333333333333337,1.25,0.5,120.0
586,IL1<IL12<IL10,1.0,0.0,2.5,3.0
587,IL1<IL12<IL10,1.0,0.25,0.25,120.0
588,IL1<IL10<IL12,0.33333333333333337,0.75,2.0,0.75
589,IL12<IL1<IL10,0.33333333333333337,8.75,8.25,9.25
590,IL1<IL12<IL10,1.0,0.0,0.25,120.0
591,IL1<IL12<IL10,1.0,0.5,0.75,3.75
592,IL1<IL12<IL10,1.0,0.0,0.0,0.0
593,IL12<IL1<IL10,0.33333333333333337,1.75,1.25,2.5
594,IL1<IL12<IL10,1.0,0.0,0.5,120.0
595,IL12<IL1<IL10,0.33333333333333337,3.25,2.0,48.25
596,IL1<IL12<IL10,1.0,0.0,0.25,120.0
597,IL12<IL1<IL10,0.33333333333333337,2.0,1.25,10.0
598,IL10<IL1<IL12,-0.33333333333333337,0.25,22.5,0.0
599,IL1<IL12<IL10,1.0,2.0,2.75,120.0
600,IL1<IL12<IL10,1.0,0.5,1.0,27.75
601,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,2.0
602,IL1<IL12<IL10,1.0,2.0,120.0,120.0
603,IL1<IL12<IL10,1.0,0.25,0.5,120.0
604,IL1<IL12<IL10,1.0,0.25,0.25,9.25
605,IL1<IL12<IL10,1.0,0.0,0.25,120.0
606,IL1<IL12<IL10,1.0,0.25,0.25,120.0
607,IL1<IL12<IL10,1.0,0.25,0.25,2.5
608,IL1<IL12<IL10,1.0,3.25,3.5,33.5
609,IL1<IL12<IL10,1.0,0.25,120.0,120.0
610,IL1<IL10<IL12,0.33333333333333337,0.0,9.25,0.0
611,IL12<IL1<IL10,0.33333333333333337,3.75,3.0,120.0
612,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
613,IL1<IL12<IL10,1.0,1.5,3.0,120.0
614,IL12<IL1<IL10,0.33333333333333337,11.0,4.5,120.0
615,IL1<IL12<IL10,1.0,0.25,0.25,19.25
616,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,3.75
617,IL1<IL12<IL10,1.0,0.0,0.25,120.0
618,IL1<IL12<IL10,1.0,0.25,0.25,120.0
619,IL1<IL12<IL10,1.0,0.0,0.0,82.5
620,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
621,IL1<IL12<IL10,1.0,0.25,120.0,120.0
622,IL12<IL10<IL1,-0.33333333333333337,120.0,0.0,4.0
623,IL1<IL12<IL10,1.0,0.25,0.25,120.0
624,IL1<IL12<IL10,1.0,0.25,0.5,120.0
626,IL12<IL10<IL1,-0.33333333333333337,120.0,0.75,9.25
627,IL1<IL12<IL10,1.0,3.25,5.75,8.75
628,IL10<IL12<IL1,-1.0,3.5,1.75,0.0
629,IL1<IL12<IL10,1.0,0.25,4.5,120.0
630,IL12<IL1<IL10,0.33333333333333337,2.5,0.25,49.75
631,IL1<IL12<IL10,1.0,5.75,6.75,11.5
632,IL1<IL12<IL10,1.0,0.25,0.25,120.0
633,IL1<IL12<IL10,1.0,9.5,64.5,120.0
634,IL12<IL1<IL10,0.33333333333333337,1.25,0.5,120.0
635,IL1<IL10<IL12,0.33333333333333337,0.0,4.0,0.25
636,IL10<IL1<IL12,-0.33333333333333337,0.75,3.75,0.0
637,IL1<IL12<IL10,1.0,0.25,0.25,120.0
638,IL1<IL12<IL10,1.0,0.0,0.5,23.25
639,IL1<IL12<IL10,1.0,0.5,0.75,60.75
640,IL1<IL12<IL10,1.0,0.25,0.25,11.25
641,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,120.0
642,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
643,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,99.75
644,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,120.0
645,IL1<IL12<IL10,1.0,120.0,120.0,120.0
646,IL1<IL12<IL10,1.0,0.5,0.75,2.75
647,IL1<IL12<IL10,1.0,0.25,0.5,120.0
648,IL1<IL10<IL12,0.33333333333333337,5.75,13.25,12.75
649,IL12<IL1<IL10,0.33333333333333337,2.25,1.5,11.0
650,IL1<IL12<IL10,1.0,5.75,120.0,120.0
651,IL10<IL12<IL1,-1.0,3.0,1.5,0.0
652,IL1<IL10<IL12,0.33333333333333337,0.0,0.25,0.0
653,IL1<IL12<IL10,1.0,0.25,0.25,120.0
654,IL1<IL12<IL10,1.0,1.25,1.25,120.0
655,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
656,IL1<IL12<IL10,1.0,0.0,0.25,10.75
657,IL12<IL1<IL10,0.33333333333333337,9.0,0.25,120.0
658,IL1<IL10<IL12,0.33333333333333337,0.0,2.0,1.0
659,IL1<IL12<IL10,1.0,0.25,0.25,5.25
660,IL1<IL12<IL10,1.0,1.0,1.25,120.0
661,IL1<IL12<IL10,1.0,120.0,120.0,120.0
662,IL1<IL12<IL10,1.0,0.0,0.0,0.5
663,IL1<IL12<IL10,1.0,0.25,0.25,120.0
664,IL1<IL12<IL10,1.0,0.0,0.25,120.0
665,IL12<IL10<IL1,-0.33333333333333337,120.0,1.75,2.75
666,IL1<IL12<IL10,1.0,120.0,120.0,120.0
667,IL1<IL12<IL10,1.0,0.0,0.25,120.0
668,IL1<IL10<IL12,0.33333333333333337,0.0,0.25,0.0
669,IL1<IL12<IL10,1.0,0.0,79.75,120.0
670,IL1<IL12<IL10,1.0,0.25,0.25,120.0
671,IL1<IL12<IL10,1.0,120.0,120.0,120.0
672,IL1<IL12<IL10,1.0,0.25,0.25,0.25
673,IL1<IL12<IL10,1.0,120.0,120.0,120.0
674,IL1<IL12<IL10,1.0,0.25,120.0,120.0
675,IL10<IL12<IL1,-1.0,1.0,0.75,0.0
676,IL12<IL1<IL10,0.33333333333333337,7.25,2.5,120.0
677,IL1<IL12<IL10,1.0,3.75,6.0,120.0
678,IL1<IL12<IL10,1.0,120.0,120.0,120.0
679,IL1<IL12<IL10,1.0,4.75,6.5,8.75
680,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,88.5
681,IL1<IL12<IL10,1.0,0.0,0.25,120.0
682,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,120.0
683,IL1<IL12<IL10,1.0,0.25,0.5,4.5
684,IL1<IL12<IL10,1.0,1.5,1.75,120.0
685,IL1<IL12<IL10,1.0,0.0,0.0,0.25
686,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
687,IL1<IL12<IL10,1.0,0.75,1.25,29.0
688,IL10<IL1<IL12,-0.33333333333333337,4.75,5.0,0.0
689,IL1<IL12<IL10,1.0,0.0,120.0,120.0
690,IL1<IL12<IL10,1.0,0.5,0.5,13.5
691,IL1<IL12<IL10,1.0,0.25,0.25,0.25
692,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,30.75
693,IL1<IL12<IL10,1.0,0.25,0.25,120.0
694,IL1<IL12<IL10,1.0,11.25,13.25,120.0
695,IL1<IL12<IL10,1.0,0.0,0.5,120.0
696,IL1<IL12<IL10,1.0,0.0,0.0,0.0
697,IL1<IL12<IL10,1.0,0.5,9.25,120.0
698,IL1<IL12<IL10,1.0,0.25,0.25,120.0
699,IL1<IL12<IL10,1.0,1.5,2.75,16.75
700,IL1<IL12<IL10,1.0,0.25,0.25,1.0
701,IL1<IL10<IL12,0.33333333333333337,0.0,0.5,0.0
702,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
703,IL1<IL12<IL10,1.0,12.25,19.25,120.0
704,IL1<IL12<IL10,1.0,0.0,0.25,2.25
705,IL10<IL1<IL12,-0.33333333333333337,0.25,0.5,0.0
706,IL1<IL12<IL10,1.0,0.25,0.25,120.0
707,IL1<IL12<IL10,1.0,0.25,0.5,72.25
708,IL1<IL12<IL10,1.0,0.25,0.25,120.0
709,IL1<IL10<IL12,0.33333333333333337,1.5,4.5,2.25
710,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,120.0
711,IL1<IL12<IL10,1.0,3.75,6.25,120.0
712,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.5
713,IL12<IL10<IL1,-0.33333333333333337,0.25,0.0,0.0
714,IL1<IL12<IL10,1.0,2.0,2.5,28.0
715,IL1<IL12<IL10,1.0,0.0,0.25,120.0
716,IL12<IL1<IL10,0.33333333333333337,0.75,0.5,4.5
717,IL1<IL12<IL10,1.0,0.25,0.25,120.0
718,IL1<IL12<IL10,1.0,0.25,0.25,120.0
719,IL1<IL10<IL12,0.33333333333333337,0.0,0.25,0.0
720,IL1<IL12<IL10,1.0,1.25,1.5,6.5
721,IL1<IL10<IL12,0.33333333333333337,0.0,2.25,0.0
722,IL12<IL10<IL1,-0.33333333333333337,120.0,22.75,54.75
723,IL1<IL12<IL10,1.0,0.0,0.25,4.0
724,IL1<IL12<IL10,1.0,0.0,0.25,120.0
725,IL1<IL12<IL10,1.0,0.25,0.25,87.0
726,IL12<IL10<IL1,-0.33333333333333337,120.0,3.0,7.75
727,IL1<IL12<IL10,1.0,0.0,0.0,0.0
728,IL12<IL10<IL1,-0.33333333333333337,10.0,2.75,7.5
729,IL1<IL12<IL10,1.0,0.25,0.5,120.0
730,IL1<IL12<IL10,1.0,120.0,120.0,120.0
731,IL1<IL12<IL10,1.0,0.25,0.5,120.0
732,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
733,IL1<IL12<IL10,1.0,0.0,0.0,120.0
734,IL12<IL10<IL1,-0.33333333333333337,120.0,19.5,82.25
735,IL1<IL12<IL10,1.0,120.0,120.0,120.0
736,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
737,IL1<IL12<IL10,1.0,0.25,0.25,120.0
738,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,58.25
739,IL10<IL1<IL12,-0.33333333333333337,0.5,0.75,0.0
740,IL1<IL12<IL10,1.0,0.0,0.0,0.0
741,IL1<IL12<IL10,1.0,0.0,0.0,120.0
742,IL1<IL12<IL10,1.0,4.5,31.0,36.25
743,IL12<IL1<IL10,0.33333333333333337,2.75,1.25,11.5
744,IL1<IL12<IL10,1.0,0.0,0.0,27.75
745,IL12<IL1<IL10,0.33333333333333337,120.0,19.25,120.0
746,IL1<IL12<IL10,1.0,0.0,5.25,120.0
747,IL10<IL1<IL12,-0.33333333333333337,2.0,2.5,0.0
748,IL1<IL12<IL10,1.0,0.0,1.5,120.0
749,IL10<IL12<IL1,-1.0,6.25,3.25,0.0
750,IL1<IL12<IL10,1.0,0.75,120.0,120.0
751,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,75.5
752,IL1<IL12<IL10,1.0,0.75,5.75,11.75
753,IL1<IL12<IL10,1.0,0.0,0.0,3.25
754,IL1<IL12<IL10,1.0,1.5,2.25,3.25
755,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
756,IL1<IL12<IL10,1.0,0.25,0.5,2.75
757,IL12<IL1<IL10,0.33333333333333337,0.75,0.25,120.0
758,IL1<IL12<IL10,1.0,0.0,0.25,120.0
759,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.25
760,IL1<IL12<IL10,1.0,0.0,120.0,120.0
761,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.5
762,IL1<IL12<IL10,1.0,1.75,2.25,120.0
763,IL10<IL1<IL12,-0.33333333333333337,0.5,0.5,0.0
764,IL1<IL12<IL10,1.0,1.5,3.0,120.0
765,IL12<IL10<IL1,-0.33333333333333337,3.0,1.25,2.5
766,IL1<IL12<IL10,1.0,0.25,1.0,63.0
767,IL12<IL1<IL10,0.33333333333333337,9.0,7.75,120.0
768,IL10<IL12<IL1,-1.0,7.25,3.0,0.0
769,IL1<IL12<IL10,1.0,4.25,15.5,120.0
770,IL12<IL1<IL10,0.33333333333333337,20.25,12.0,120.0
771,IL1<IL12<IL10,1.0,0.0,0.25,120.0
772,IL10<IL12<IL1,-1.0,2.25,1.75,0.0
773,IL1<IL12<IL10,1.0,0.25,0.25,4.0
774,IL1<IL12<IL10,1.0,120.0,120.0,120.0
775,IL1<IL12<IL10,1.0,0.0,0.0,0.5
776,IL1<IL12<IL10,1.0,0.0,0.25,120.0
777,IL10<IL1<IL12,-0.33333333333333337,0.25,0.5,0.0
778,IL10<IL12<IL1,-1.0,120.0,21.0,0.25
779,IL1<IL12<IL10,1.0,0.25,0.5,120.0
780,IL12<IL10<IL1,-0.33333333333333337,5.75,5.0,5.5
781,IL1<IL12<IL10,1.0,0.25,0.25,120.0
782,IL12<IL1<IL10,0.33333333333333337,8.75,5.0,120.0
783,IL10<IL1<IL12,-0.33333333333333337,9.75,16.5,0.0
784,IL1<IL12<IL10,1.0,6.25,6.5,10.25
785,IL1<IL12<IL10,1.0,0.5,1.0,120.0
786,IL12<IL1<IL10,0.33333333333333337,120.0,0.25,120.0
787,IL1<IL12<IL10,1.0,0.25,0.5,1.25
788,IL1<IL12<IL10,1.0,0.0,0.25,120.0
789,IL1<IL12<IL10,1.0,0.25,0.25,4.0
790,IL1<IL12<IL10,1.0,120.0,120.0,120.0
791,IL1<IL10<IL12,0.33333333333333337,0.0,0.5,0.0
792,IL12<IL1<IL10,0.33333333333333337,78.0,0.5,120.0
793,IL1<IL12<IL10,1.0,0.25,0.25,29.0
794,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,0.5
795,IL1<IL12<IL10,1.0,0.0,0.25,120.0
796,IL12<IL1<IL10,0.33333333333333337,2.25,1.25,14.0
797,IL1<IL12<IL10,1.0,0.0,34.25,120.0
798,IL1<IL12<IL10,1.0,1.75,1.75,120.0
799,IL1<IL12<IL10,1.0,0.0,0.25,0.5
800,IL1<IL12<IL10,1.0,0.0,0.25,120.0
801,IL1<IL12<IL10,1.0,3.25,3.75,15.0
802,IL10<IL1<IL12,-0.33333333333333337,5.0,120.0,4.75
803,IL1<IL12<IL10,1.0,0.25,0.25,1.0
804,IL1<IL12<IL10,1.0,0.25,120.0,120.0
805,IL12<IL10<IL1,-0.33333333333333337,0.5,0.0,0.0
806,IL1<IL12<IL10,1.0,0.0,3.75,120.0
807,IL1<IL12<IL10,1.0,2.75,2.75,5.75
808,IL12<IL1<IL10,0.33333333333333337,0.5,0.25,95.25
809,IL12<IL10<IL1,-0.33333333333333337,12.25,8.25,11.25
810,IL1<IL12<IL10,1.0,0.0,1.75,120.0
811,IL12<IL10<IL1,-0.33333333333333337,120.0,0.0,0.0
812,IL1<IL12<IL10,1.0,0.0,0.25,120.0
813,IL1<IL12<IL10,1.0,0.0,0.25,7.25
814,IL1<IL10<IL12,0.33333333333333337,1.0,120.0,3.75
815,IL1<IL12<IL10,1.0,1.0,1.0,120.0
816,IL1<IL12<IL10,1.0,0.5,1.0,61.5
817,IL1<IL12<IL10,1.0,120.0,120.0,120.0
818,IL1<IL12<IL10,1.0,0.25,0.25,15.25
819,IL12<IL1<IL10,0.33333333333333337,3.0,2.25,120.0
820,IL1<IL12<IL10,1.0,0.5,1.0,4.75
821,IL10<IL1<IL12,-0.33333333333333337,1.0,11.5,0.0
822,IL1<IL12<IL10,1.0,0.0,0.0,120.0
823,IL12<IL1<IL10,0.33333333333333337,1.5,1.25,10.75
824,IL1<IL12<IL10,1.0,0.0,0.5,0.5
825,IL12<IL1<IL10,0.33333333333333337,7.75,5.5,120.0
826,IL1<IL12<IL10,1.0,1.0,1.5,120.0
827,IL1<IL12<IL10,1.0,0.25,0.25,4.75
828,IL1<IL12<IL10,1.0,0.25,0.25,1.0
829,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
830,IL1<IL12<IL10,1.0,14.5,120.0,120.0
831,IL12<IL1<IL10,0.33333333333333337,2.5,0.25,120.0
832,IL1<IL12<IL10,1.0,0.0,120.0,120.0
833,IL12<IL1<IL10,0.33333333333333337,2.25,1.25,120.0
834,IL10<IL1<IL12,-0.33333333333333337,0.5,0.5,0.0
835,IL12<IL1<IL10,0.33333333333333337,5.75,3.25,14.75
836,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
837,IL1<IL12<IL10,1.0,120.0,120.0,120.0
838,IL1<IL12<IL10,1.0,0.0,0.0,120.0
839,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
840,IL12<IL1<IL10,0.33333333333333337,1.25,0.0,4.5
841,IL1<IL12<IL10,1.0,120.0,120.0,120.0
842,IL10<IL1<IL12,-0.33333333333333337,5.25,120.0,0.0
843,IL12<IL1<IL10,0.33333333333333337,1.0,0.75,22.0
844,IL1<IL12<IL10,1.0,0.0,0.25,4.0
845,IL1<IL12<IL10,1.0,35.0,120.0,120.0
846,IL1<IL12<IL10,1.0,1.0,1.0,120.0
847,IL12<IL10<IL1,-0.33333333333333337,0.25,0.0,0.0
848,IL1<IL12<IL10,1.0,0.25,0.25,120.0
849,IL1<IL12<IL10,1.0,0.25,0.5,120.0
850,IL1<IL12<IL10,1.0,0.25,0.25,120.0
851,IL12<IL10<IL1,-0.33333333333333337,0.5,0.0,0.0
852,IL1<IL10<IL12,0.33333333333333337,0.0,0.25,0.0
853,IL12<IL1<IL10,0.33333333333333337,3.0,1.0,17.75
854,IL1<IL12<IL10,1.0,0.5,1.25,4.0
855,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
856,IL1<IL12<IL10,1.0,0.0,1.0,120.0
857,IL10<IL12<IL1,-1.0,0.5,0.25,0.0
858,IL1<IL12<IL10,1.0,120.0,120.0,120.0
859,IL10<IL12<IL1,-1.0,120.0,9.0,0.25
860,IL1<IL10<IL12,0.33333333333333337,0.0,0.25,0.0
861,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,0.25
862,IL1<IL12<IL10,1.0,1.5,2.25,120.0
863,IL1<IL12<IL10,1.0,0.25,0.25,0.75
864,IL10<IL12<IL1,-1.0,4.0,3.0,2.25
865,IL1<IL12<IL10,1.0,0.0,120.0,120.0
866,IL10<IL1<IL12,-0.33333333333333337,85.75,120.0,0.25
867,IL1<IL12<IL10,1.0,0.0,120.0,120.0
868,IL12<IL10<IL1,-0.33333333333333337,120.0,0.0,7.75
869,IL10<IL1<IL12,-0.33333333333333337,0.25,1.5,0.0
870,IL10<IL1<IL12,-0.33333333333333337,0.5,0.5,0.0
871,IL1<IL12<IL10,1.0,1.0,3.25,4.75
872,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
873,IL1<IL12<IL10,1.0,0.0,0.0,120.0
874,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.25
875,IL1<IL10<IL12,0.33333333333333337,1.75,5.5,2.0
876,IL1<IL12<IL10,1.0,2.5,2.5,120.0
877,IL1<IL12<IL10,1.0,0.0,0.0,34.5
878,IL12<IL1<IL10,0.33333333333333337,120.0,3.25,120.0
879,IL10<IL1<IL12,-0.33333333333333337,2.0,7.0,0.0
880,IL1<IL12<IL10,1.0,0.0,0.0,120.0
881,IL1<IL12<IL10,1.0,5.75,9.5,9.75
882,IL1<IL12<IL10,1.0,0.25,0.25,15.5
883,IL10<IL1<IL12,-0.33333333333333337,2.25,10.5,0.0
884,IL12<IL1<IL10,0.33333333333333337,0.25,0.0,0.75
885,IL10<IL1<IL12,-0.33333333333333337,0.5,0.5,0.0
886,IL12<IL1<IL10,0.33333333333333337,17.0,9.5,120.0
887,IL1<IL12<IL10,1.0,0.0,0.25,17.25
888,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
889,IL1<IL10<IL12,0.33333333333333337,0.0,120.0,94.25
890,IL12<IL1<IL10,0.33333333333333337,4.25,0.0,5.5
891,IL1<IL12<IL10,1.0,2.0,2.25,3.0
892,IL10<IL1<IL12,-0.33333333333333337,2.5,3.0,0.75
893,IL1<IL12<IL10,1.0,0.0,0.0,20.0
894,IL12<IL1<IL10,0.33333333333333337,5.25,3.75,14.75
895,IL1<IL12<IL10,1.0,1.0,1.0,10.0
896,IL1<IL12<IL10,1.0,0.0,2.75,12.25
897,IL1<IL12<IL10,1.0,0.5,0.75,120.0
898,IL1<IL12<IL10,1.0,0.25,0.25,12.5
899,IL12<IL10<IL1,-0.33333333333333337,120.0,1.5,2.75
900,IL1<IL12<IL10,1.0,1.0,1.25,1.5
901,IL10<IL12<IL1,-1.0,4.25,0.75,0.0
902,IL1<IL12<IL10,1.0,0.0,0.25,0.25
903,IL12<IL10<IL1,-0.33333333333333337,0.5,0.0,0.0
904,IL10<IL1<IL12,-0.33333333333333337,0.75,1.0,0.5
905,IL1<IL12<IL10,1.0,0.5,1.25,45.0
906,IL1<IL12<IL10,1.0,0.75,1.5,2.5
907,IL1<IL12<IL10,1.0,0.25,0.25,120.0
908,IL1<IL12<IL10,1.0,1.5,120.0,120.0
909,IL10<IL12<IL1,-1.0,3.0,1.25,0.0
910,IL1<IL12<IL10,1.0,0.0,0.0,120.0
911,IL1<IL12<IL10,1.0,120.0,120.0,120.0
912,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.0
913,IL12<IL1<IL10,0.33333333333333337,1.5,1.25,120.0
914,IL1<IL12<IL10,1.0,12.5,60.25,120.0
915,IL12<IL10<IL1,-0.33333333333333337,120.0,2.25,23.5
916,IL1<IL12<IL10,1.0,1.0,2.5,7.5
917,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,1.0
918,IL1<IL12<IL10,1.0,2.0,6.0,22.75
919,IL1<IL12<IL10,1.0,0.25,0.25,120.0
920,IL1<IL12<IL10,1.0,0.75,1.25,35.5
921,IL1<IL12<IL10,1.0,120.0,120.0,120.0
922,IL1<IL12<IL10,1.0,1.75,120.0,120.0
923,IL1<IL12<IL10,1.0,1.0,1.75,120.0
924,IL1<IL12<IL10,1.0,0.0,0.25,0.75
925,IL12<IL10<IL1,-0.33333333333333337,120.0,0.0,56.25
926,IL1<IL12<IL10,1.0,0.0,5.5,120.0
927,IL1<IL12<IL10,1.0,1.0,1.0,12.0
928,IL12<IL1<IL10,0.33333333333333337,0.75,0.25,120.0
929,IL1<IL12<IL10,1.0,0.75,0.75,3.75
930,IL12<IL10<IL1,-0.33333333333333337,4.25,0.0,0.0
931,IL1<IL12<IL10,1.0,0.25,0.25,120.0
932,IL1<IL12<IL10,1.0,0.25,0.25,18.25
933,IL1<IL12<IL10,1.0,0.0,0.0,120.0
934,IL12<IL1<IL10,0.33333333333333337,2.75,1.75,120.0
935,IL10<IL1<IL12,-0.33333333333333337,120.0,120.0,0.5
936,IL10<IL12<IL1,-1.0,6.75,4.5,3.0
937,IL1<IL12<IL10,1.0,0.25,4.0,120.0
938,IL1<IL12<IL10,1.0,1.0,2.25,44.75
939,IL1<IL12<IL10,1.0,0.25,0.25,3.5
940,IL10<IL1<IL12,-0.33333333333333337,0.25,0.75,0.0
941,IL1<IL12<IL10,1.0,0.25,120.0,120.0
942,IL1<IL12<IL10,1.0,120.0,120.0,120.0
943,IL1<IL12<IL10,1.0,0.25,0.25,120.0
944,IL1<IL12<IL10,1.0,25.75,33.25,120.0
945,IL1<IL12<IL10,1.0,0.25,0.25,81.75
946,IL1<IL12<IL10,1.0,0.0,19.25,25.25
947,IL12<IL1<IL10,0.33333333333333337,2.0,1.5,2.75
948,IL10<IL1<IL12,-0.33333333333333337,0.25,0.25,0.0
949,IL1<IL12<IL10,1.0,0.0,0.25,120.0
950,IL1<IL12<IL10,1.0,0.25,0.75,120.0
951,IL1<IL12<IL10,1.0,0.5,120.0,120.0
952,IL1<IL12<IL10,1.0,0.5,0.5,9.25
953,IL1<IL12<IL10,1.0,0.0,1.75,120.0
954,IL10<IL1<IL12,-0.33333333333333337,0.25,0.75,0.0
955,IL1<IL12<IL10,1.0,0.0,0.0,7.25
956,IL10<IL12<IL1,-1.0,71.75,48.0,0.0
957,IL1<IL12<IL10,1.0,0.25,0.25,1.0
